Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]Loading weights:  81%|████████  | 235/290 [00:00<00:00, 2343.05it/s]Loading weights: 100%|██████████| 290/290 [00:00<00:00, 2472.02it/s]
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'csqa', 'max_new_tokens': 128, 'samples': 3, 'generations': 3, 'num_paths': 1, 'seconds_total': 36.174, 'seconds_per_generation': 12.058, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.3333}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'csqa', 'max_new_tokens': 192, 'samples': 3, 'generations': 3, 'num_paths': 1, 'seconds_total': 35.974, 'seconds_per_generation': 11.991, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.3333}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'csqa', 'max_new_tokens': 256, 'samples': 3, 'generations': 3, 'num_paths': 1, 'seconds_total': 36.035, 'seconds_per_generation': 12.012, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.3333}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'mmlu', 'max_new_tokens': 128, 'samples': 3, 'generations': 3, 'num_paths': 1, 'seconds_total': 64.132, 'seconds_per_generation': 21.377, 'final_answer_rate': 0.0, 'short_answer_rate': 0.0, 'truncated_rate': 1.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'mmlu', 'max_new_tokens': 192, 'samples': 3, 'generations': 3, 'num_paths': 1, 'seconds_total': 78.382, 'seconds_per_generation': 26.127, 'final_answer_rate': 0.3333, 'short_answer_rate': 0.3333, 'truncated_rate': 0.6667, 'sample_accuracy': 0.0}
Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]Loading weights:  44%|████▍     | 127/290 [00:00<00:00, 1241.80it/s]Loading weights:  90%|█████████ | 261/290 [00:00<00:00, 1297.60it/s]Loading weights: 100%|██████████| 290/290 [00:00<00:00, 1394.58it/s]
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'zero_shot', 'dataset': 'gsm8k', 'max_new_tokens': 192, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 16.671, 'seconds_per_generation': 16.671, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'zero_shot', 'dataset': 'gsm8k', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 16.43, 'seconds_per_generation': 16.43, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'zero_shot', 'dataset': 'csqa', 'max_new_tokens': 192, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 17.182, 'seconds_per_generation': 17.182, 'final_answer_rate': 0.0, 'short_answer_rate': 0.0, 'truncated_rate': 1.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'zero_shot', 'dataset': 'csqa', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 21.28, 'seconds_per_generation': 21.28, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'zero_shot', 'dataset': 'mmlu', 'max_new_tokens': 192, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 18.241, 'seconds_per_generation': 18.241, 'final_answer_rate': 0.0, 'short_answer_rate': 0.0, 'truncated_rate': 1.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'zero_shot', 'dataset': 'mmlu', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 19.855, 'seconds_per_generation': 19.855, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'gsm8k', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 26.65, 'seconds_per_generation': 26.65, 'final_answer_rate': 0.0, 'short_answer_rate': 0.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'csqa', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 11.798, 'seconds_per_generation': 11.798, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 1.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'few_shot', 'dataset': 'mmlu', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 31.707, 'seconds_per_generation': 31.707, 'final_answer_rate': 0.0, 'short_answer_rate': 0.0, 'truncated_rate': 1.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'self_consistency', 'dataset': 'gsm8k', 'max_new_tokens': 256, 'samples': 1, 'generations': 3, 'num_paths': 3, 'seconds_total': 57.634, 'seconds_per_generation': 19.211, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'self_consistency', 'dataset': 'csqa', 'max_new_tokens': 256, 'samples': 1, 'generations': 3, 'num_paths': 3, 'seconds_total': 24.213, 'seconds_per_generation': 8.071, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.6667}
{'model': 'qwen2_5_0_5b_instruct', 'mode': 'self_consistency', 'dataset': 'mmlu', 'max_new_tokens': 256, 'samples': 1, 'generations': 3, 'num_paths': 3, 'seconds_total': 50.5, 'seconds_per_generation': 16.833, 'final_answer_rate': 0.6667, 'short_answer_rate': 0.6667, 'truncated_rate': 0.3333, 'sample_accuracy': 0.0}
Loading weights:   0%|          | 0/338 [00:00<?, ?it/s]Loading weights:  25%|██▍       | 83/338 [00:00<00:00, 825.03it/s]Loading weights:  49%|████▉     | 166/338 [00:00<00:00, 825.71it/s]Loading weights:  74%|███████▍  | 251/338 [00:00<00:00, 818.76it/s]Loading weights: 100%|██████████| 338/338 [00:00<00:00, 889.24it/s]
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'zero_shot', 'dataset': 'gsm8k', 'max_new_tokens': 192, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 49.201, 'seconds_per_generation': 49.201, 'final_answer_rate': 0.0, 'short_answer_rate': 0.0, 'truncated_rate': 1.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'zero_shot', 'dataset': 'gsm8k', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 55.481, 'seconds_per_generation': 55.481, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 1.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'zero_shot', 'dataset': 'csqa', 'max_new_tokens': 192, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 44.345, 'seconds_per_generation': 44.345, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 1.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'zero_shot', 'dataset': 'csqa', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 44.174, 'seconds_per_generation': 44.174, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 1.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'zero_shot', 'dataset': 'mmlu', 'max_new_tokens': 192, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 50.509, 'seconds_per_generation': 50.509, 'final_answer_rate': 0.0, 'short_answer_rate': 0.0, 'truncated_rate': 1.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'zero_shot', 'dataset': 'mmlu', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 62.165, 'seconds_per_generation': 62.165, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'few_shot', 'dataset': 'gsm8k', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 78.846, 'seconds_per_generation': 78.846, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'few_shot', 'dataset': 'csqa', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 39.054, 'seconds_per_generation': 39.054, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 1.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'few_shot', 'dataset': 'mmlu', 'max_new_tokens': 256, 'samples': 1, 'generations': 1, 'num_paths': 1, 'seconds_total': 46.933, 'seconds_per_generation': 46.933, 'final_answer_rate': 1.0, 'short_answer_rate': 1.0, 'truncated_rate': 0.0, 'sample_accuracy': 0.0}
{'model': 'qwen2_5_1_5b_instruct', 'mode': 'self_consistency', 'dataset': 'gsm8k', 'max_new_tokens': 256, 'samples': 1, 'generations': 3, 'num_paths': 3, 'seconds_total': 172.13, 'seconds_per_generation': 57.377, 'final_answer_rate': 0.3333, 'short_answer_rate': 0.3333, 'truncated_rate': 0.3333, 'sample_accuracy': 0.0}
